Update september 2019;Beslag San;itelnr.;Beslag Status Code;Huisvestingtype code;Beslag Diersoort Code;Beslag SubDiersoort Code;Beslag Diersubtype code lijst;Beslag Aantal;Beslag Productie Code;Beslag Productie;Beslag Productie Code Lijst;Beslag Huisvestingstype Code;Locatie beslag LCE Code;Beslag Inrichtingslocatie Geografisch X-coördinaat;Beslag Inrichtingslocatie Geografisch Y-coördinaat;Capaciteit beslag Capaciteit (aantal)
#N/A;BE31008938;-301;ACT;PYLCP;PLTR;GFWL;GFWL;5;MEATP;PV Vleesproductie;MEATP;BIO;WVL;68173.7196;166239.4673;750
#N/A;BE31008938;-302;ACT;PYLCP;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;BIO;WVL;68173.7196;166239.4673;2000
#N/A;BE31008938;-303;ACT;PYLCP;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;WVL;68173.7196;166239.4673;1000
#N/A;BE31009268;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;WVL;77413;165498;
#N/A;BE31009411;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;65638;188438;28000
#N/A;BE31009454;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;53680;181271;59700
#N/A;BE31009561;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;72213;181999;
44;BE30890726;-451;ACT;BIHAT;BIRD;OSTR;OSTR;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;82283;187422;
45;BE30691286;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;WVL;57113;178773;45000
45;BE30691286;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;WVL;57113;178773;45000
#N/A;BE31010576;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;56860;177838;84000
#N/A;BE31010576;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;56860;177838;70000
#N/A;BE31010576;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;56860;177838;84000
#N/A;BE31010606;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;;WVL;55939;177706;60000
#N/A;BE31010738;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;55222;178153;126000
#N/A;BE31010738;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;55222;178153;126000
#N/A;BE31011076;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;34090;195899;119000
#N/A;BE31011076;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;34090;195899;119000
#N/A;BE31011513;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;41861;195196;150000
#N/A;BE31011513;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;41861;195196;200000
#N/A;BE31011807;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;26081;192445;168800
#N/A;BE31011807;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;26081;192445;168800
#N/A;BE31012137;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;53211;168117;
#N/A;BE31012201;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;BL;PO Opfok - leg;BL;NSUHS;WVL;51823;167601;27000
#N/A;BE31012439;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;50551;168836;
#N/A;BE31013109;-401;STP;BIHOB;BIRD;EMU;EMU.NANDU;5;;;;;WVL;50829;189469;50
#N/A;BE31013109;-401;STP;BIHOB;BIRD;NANDU;EMU.NANDU;5;;;;;WVL;50829;189469;50
#N/A;BE31014806;-401;STP;BIPRO;BIRD;OSTR;OSTR;3;MEATP;PV Vleesproductie;MEATP;OUTDO;WVL;70446;181349;990
#N/A;BE31015349;-301;ACT;PYHOB;PLTR;DUCK;PGN.DUCK.GSE.QL;2;NOCSP;Doel zonder consumptie;NOCSP;OUT;WVL;70063;191440;
#N/A;BE31015349;-301;ACT;PYHOB;PLTR;GSE;PGN.DUCK.GSE.QL;2;NOCSP;Doel zonder consumptie;NOCSP;OUT;WVL;70063;191440;
#N/A;BE31015349;-301;ACT;PYHOB;PLTR;PGN;PGN.DUCK.GSE.QL;2;NOCSP;Doel zonder consumptie;NOCSP;OUT;WVL;70063;191440;
#N/A;BE31015349;-301;ACT;PYHOB;PLTR;QL;PGN.DUCK.GSE.QL;2;NOCSP;Doel zonder consumptie;NOCSP;OUT;WVL;70063;191440;
#N/A;BE31015780;-301;ACT;PYHOB;PLTR;PHST;PHST;3;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;WVL;65387;211552;0
#N/A;BE31015934;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;BIO;WVL;74342;186195;20000
#N/A;BE31016248;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;54549;204337;119998
#N/A;BE31016485;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;WVL;85340;164825;
#N/A;BE31016620;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;55895;179992;72000
#N/A;BE31016620;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;55895;179992;75000
#N/A;BE31017023;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;BRM;VOV Opfok - vermeerdering - vlees;BRM;FREE;WVL;52285;194445;62000
#N/A;BE31017023;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;BRM;VOV Opfok - vermeerdering - vlees;BRM;FREE;WVL;54862.81659;189063.9223;31000
#N/A;BE31017457;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;46159;163446;
#N/A;BE31018021;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;51954;197595;
#N/A;BE31018232;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;WVL;66313;194167;
#N/A;BE31018313;-301;ACT;PYPRO;PLTR;CHCK;CHCK;6;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;WVL;57178;185537;84000
#N/A;BE31018313;-302;ACT;PYPRO;PLTR;CHCK;CHCK;6;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;WVL;57178;185537;84000
#N/A;BE31018313;-303;ACT;PYPRO;PLTR;CHCK;CHCK;6;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;WVL;57178;185537;84000
#N/A;BE31018313;-304;ACT;PYPRO;PLTR;CHCK;CHCK;6;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;WVL;57178;185537;87900
#N/A;BE31018704;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;72940;190387;
#N/A;BE31018781;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;WVL;49952;171568;
#N/A;BE31019263;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;41029;165558;
#N/A;BE31020350;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;36990;190487;39000
#N/A;BE31020393;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;34307;191150;41000
#N/A;BE31020431;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;27113;186740;54000
#N/A;BE31020431;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;27113;186740;60000
#N/A;BE31020458;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;34125;191237;68000
#N/A;BE31020547;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;WVL;66665;188236;40000
#N/A;BE31020547;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;WVL;66665;188236;40000
#N/A;BE31020547;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;WVL;66665;188236;40000
#N/A;BE31020873;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;78804;170558;76000
#N/A;BE31020873;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;78804;170558;76000
#N/A;BE31021454;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;WVL;48008;193715;
#N/A;BE31021748;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;41356;159399;94500
#N/A;BE31021748;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;41356;159399;44500
#N/A;BE31021748;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;41356;159399;58500
#N/A;BE31021837;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;WVL;56147;187068;
45;BE30691286;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;WVL;57113;178773;45000
45;BE30691286;-304;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;WVL;57113;178773;45000
46;BE30872256;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;73847;189535;21000
47;BE31137789;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;WVL;59973;169187;23100
#N/A;BE31021918;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;59020;184394;
#N/A;BE31022035;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;45822;183587;
#N/A;BE31022094;-301;ACT;PYHOB;PLTR;CHCK;DUCK.PHST.CHCK;4;NOCSP;Doel zonder consumptie;NOCSP;OUT;WVL;48052;184080;0
#N/A;BE31022094;-301;ACT;PYHOB;PLTR;DUCK;DUCK.PHST.CHCK;4;NOCSP;Doel zonder consumptie;NOCSP;OUT;WVL;48052;184080;0
#N/A;BE31022094;-301;ACT;PYHOB;PLTR;PHST;DUCK.PHST.CHCK;4;NOCSP;Doel zonder consumptie;NOCSP;OUT;WVL;48052;184080;0
#N/A;BE31022345;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;WVL;49839;168478;16000
#N/A;BE31022418;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;50081;166893;
#N/A;BE31022493;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;41145;176301;
#N/A;BE31022639;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;41645;175445;
#N/A;BE31022711;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;73311;180769;72000
#N/A;BE31022711;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;73311;180769;108000
#N/A;BE31022711;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;73311;180769;158000
#N/A;BE31022876;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;69951;177442;
#N/A;BE31023090;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;51744;180626;
#N/A;BE31023181;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;47414;177912;140000
#N/A;BE31023181;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;47414;177912;192000
#N/A;BE31023252;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;49380;179565;72000
#N/A;BE31023252;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;49380;179565;108000
#N/A;BE31023562;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;63424;193238;13500
#N/A;BE31023678;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;64013;193287;33000
#N/A;BE31023910;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;36966;184578;74250
#N/A;BE31023910;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;36966;184578;74250
#N/A;BE31024054;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;BRL;VOL Opfok - vermeerdering - leg;BRL;NSUHS;WVL;77844;183336;4000
#N/A;BE31024054;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;HERL;VL Broedeieren - vermeerdering - leg;HERL;;WVL;77844;183336;4000
#N/A;BE31024062;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;71483;182366;58500
#N/A;BE31024097;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;72779;183987;
#N/A;BE31024232;-301;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;;WVL;75560;184828;84000
#N/A;BE31024232;-302;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;75560;184828;96000
#N/A;BE31024232;-303;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;75560;184828;135000
#N/A;BE31024232;-304;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;75560;184828;195000
#N/A;BE31024518;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;78506;183865;96000
#N/A;BE31024518;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;78506;183865;96000
#N/A;BE31024534;-301;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;336600
#N/A;BE31024534;-302;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;336600
#N/A;BE31024534;-303;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;336600
#N/A;BE31024534;-304;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;377520
#N/A;BE31024534;-305;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;377520
#N/A;BE31024534;-306;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;377520
#N/A;BE31024534;-307;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;484000
#N/A;BE31024534;-308;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;484000
#N/A;BE31024534;-309;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;484000
#N/A;BE31024534;-310;ACT;PYPRO;PLTR;CHCK;CHCK;11;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;74650;178159;484000
#N/A;BE31024569;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;78046;179562;
#N/A;BE31024615;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;72418;188803;
#N/A;BE31025050;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;31267;169375;
#N/A;BE31025255;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;27381;171539;190000
#N/A;BE31025255;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;27381;171539;150000
#N/A;BE31025409;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;WVL;27810;171384;16400
#N/A;BE31025506;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;WVL;;;18000
#N/A;BE31025514;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;28300;170097;
#N/A;BE31025638;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;61526;176895;75000
#N/A;BE31025638;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;61526;176895;75000
#N/A;BE31025883;-301;STP;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;OUT;WVL;62481;178704;
#N/A;BE31025883;-401;STP;BIPRO;BIRD;OSTR;OSTR;6;MEATP;PV Vleesproductie;MEATP;OUTDO;WVL;62481;178704;6
#N/A;BE31026022;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;79390;192916;30000
47;BE31137789;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;WVL;59973;169187;23100
48;BE31026073;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;BL;PO Opfok - leg;BL;NSUHS;WVL;82039;195070;80000
#N/A;BE31026308;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;79551;187795;55500
#N/A;BE31026480;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;78766;185290;
#N/A;BE31026758;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;BL;PO Opfok - leg;BL;NSUHS;WVL;81342;174140;77600
48;BE31026073;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;WVL;82039;195070;93496
49;BE30741445;-301;ACT;PYPRO;PLTR;TRK;TRK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;79002;170554;80000
#N/A;BE31027754;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;BIO;WVL;54441;170667;19200
#N/A;BE31028300;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;80981;166619;162500
#N/A;BE31028300;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;80981;166619;105000
#N/A;BE31028300;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;80981;166619;142500
#N/A;BE31028491;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;66568;193796;
#N/A;BE31028505;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;65448;194893;
#N/A;BE31028688;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;WVL;77993;211451;134000
#N/A;BE31028882;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;47737;205055;58500
#N/A;BE31029463;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;54976;196614;34000
#N/A;BE31029854;-301;ACT;PYPRO;PLTR;QL;QL;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;WVL;54208;194464;7500
#N/A;BE31030178;-301;ACT;PYLCP;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;WVL;74215;207168;19996
#N/A;BE31030410;-401;STP;BIPRO;BIRD;OSTR;OSTR;4;MEATP;PV Vleesproductie;MEATP;OUTDO;WVL;54629;181019;36
#N/A;BE31030631;-301;STP;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;;WVL;58399;181878;12000
#N/A;BE31030712;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;54980;185053;125000
#N/A;BE31030712;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;54980;185053;125000
#N/A;BE31030739;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;OUT;WVL;58042;182876;
#N/A;BE31031360;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;WVL;;;24000
#N/A;BE31031441;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;59998;203035;
#N/A;BE31031492;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;BL;PO Opfok - leg;BL;NSUHS;WVL;81409;174157;77600
49;BE30741445;-302;ACT;PYPRO;PLTR;TRK;TRK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;79002;170554;82500
49;BE30741445;-303;ACT;PYPRO;PLTR;TRK;TRK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;79002;170554;55000
50;BE40001024;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;OVB;82268;197064;147250
50;BE40001024;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;OVB;82268;197064;147250
#N/A;BE31031565;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;80085;191549;127500
#N/A;BE31031565;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;80085;191549;127500
#N/A;BE31031638;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;WVL;68496;189050;
#N/A;BE31031638;-401;STP;BIPRO;BIRD;OSTR;OSTR;4;MEATP;PV Vleesproductie;MEATP;OUTDO;WVL;68496;189050;560
#N/A;BE31088443;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;48061;196318;
#N/A;BE31088818;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;80734;193778;40000
#N/A;BE31088850;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;;;
#N/A;BE31090065;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;76470;195822;59700
#N/A;BE31090065;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;WVL;76770;195688;19900
#N/A;BE31091851;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;75364;203093;100000
#N/A;BE31091851;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;75364;203093;92500
#N/A;BE31091851;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;75364;203093;125000
#N/A;BE31091851;-304;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;75364;203093;170000
#N/A;BE31092181;-301;ACT;PYPRO;PLTR;TRK;TRK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;40242;171398;22500
#N/A;BE31092181;-302;ACT;PYPRO;PLTR;TRK;TRK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;40242;171398;22500
#N/A;BE31092181;-303;ACT;PYPRO;PLTR;TRK;TRK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;40242;171398;5000
#N/A;BE31092181;-304;ACT;PYPRO;PLTR;TRK;TRK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;40242;171398;150000
#N/A;BE31092491;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;WVL;41364;199684;28200
#N/A;BE31095199;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;WVL;67769;177610;
#N/A;BE31095245;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;WVL;57647;187677;24000
#N/A;BE31095814;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;WVL;48409;194742;
