ID_herd;ID_farm;H3N1;Longitude;Latitude;Species;SubspeciesList;Outdoor;ProductionList;Capacity;Date_capacity
BE30701036-0301;BE30701036;#N/A;3.19043;50.90575;Pluimvee;TRK.CHCK;NA;NOCSP;0;1/04/2019
BE30920171-0301;BE30920171;#N/A;2.98422;50.90578;Pluimvee;CHCK;NA;MEATP;42500;1/04/2019
BE31142529-0301;BE31142529;#N/A;2.71363;50.90639;Pluimvee;CHCK;NA;MEATP;6500;1/04/2019
BE31142529-0302;BE31142529;#N/A;2.71363;50.90639;Pluimvee;CHCK;NA;MEATP;12500;1/04/2019
BE31142529-0303;BE31142529;#N/A;2.71363;50.90639;Pluimvee;CHCK;NA;MEATP;12500;1/04/2019
BE31142529-0304;BE31142529;#N/A;2.71363;50.90639;Pluimvee;CHCK;NA;MEATP;20000;1/04/2019
BE70137281-0301;BE70137281;#N/A;5.56325;50.90708;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE31141751-0301;BE31141751;#N/A;3.24556;50.90769;Pluimvee;CHCK;NA;MEATP;12000;1/04/2019
BE40016986-0301;BE40016986;#N/A;3.64055;50.90769;Pluimvee;CHCK;NA;MEATP;1500;1/04/2019
BE31024534-0301;BE31024534;#N/A;3.30634;50.90783;Pluimvee;CHCK;NA;MEATP;370000;1/04/2019
BE31141662-0301;BE31141662;#N/A;2.67962;50.90827;Pluimvee;CHCK;NA;MEATP;41000;1/04/2019
BE31141662-0302;BE31141662;#N/A;2.67962;50.90827;Pluimvee;CHCK;NA;MEATP;57000;1/04/2019
BE31206136-0301;BE31206136;#N/A;3.34141;50.90902;Pluimvee;NOTRE;NA;NOCSP;500;1/04/2019
BE30811257-0301;BE30811257;#N/A;3.10706;50.90925;Pluimvee;CHCK;NA;MEATP;23000;1/04/2019
BE30990100-0301;BE30990100;#N/A;2.61454;50.91037;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE31143118-0301;BE31143118;#N/A;3.21276;50.9105;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE30782249-0301;BE30782249;#N/A;3.2941;50.9105;Pluimvee;CHCK;NA;MEATP;7500;1/04/2019
BE30701028-0301;BE30701028;#N/A;3.23974;50.91084;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE30920900-0301;BE30920900;#N/A;2.89969;50.91178;Pluimvee;CHCK;NA;MEATP;24000;1/04/2019
BE30920900-0302;BE30920900;#N/A;2.89969;50.91178;Pluimvee;CHCK;NA;MEATP;24000;1/04/2019
BE30981497-0301;BE30981497;#N/A;2.70128;50.91236;Pluimvee;CHCK;NA;MEATP;28000;1/04/2019
BE30981497-0302;BE30981497;#N/A;2.70128;50.91236;Pluimvee;CHCK;NA;MEATP;30000;1/04/2019
BE30981497-0303;BE30981497;#N/A;2.70128;50.91236;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE31141654-0301;BE31141654;#N/A;2.97046;50.91614;Pluimvee;TRK;NA;MEATP;15000;1/04/2019
BE31023252-0301;BE31023252;#N/A;2.93543;50.91653;Pluimvee;CHCK;NA;MEATP;60000;1/04/2019
BE30981985-0301;BE30981985;#N/A;2.80046;50.91678;Pluimvee;CHCK;NA;MEATP;12000;1/04/2019
BE30981985-0302;BE30981985;#N/A;2.80046;50.91678;Pluimvee;CHCK;NA;MEATP;12798;1/04/2019
BE30981985-0303;BE30981985;#N/A;2.80046;50.91678;Pluimvee;CHCK;NA;MEATP;15000;1/04/2019
BE40173275-0301;BE40173275;#N/A;3.47736;50.91789;Pluimvee;CHCK;NA;BL;13000;1/04/2019
BE40173275-0302;BE40173275;#N/A;3.47736;50.91789;Pluimvee;CHCK;NA;BL;17000;1/04/2019
BE40173275-0303;BE40173275;#N/A;3.47736;50.91789;Pluimvee;CHCK;NA;BL;27495;1/04/2019
BE40173275-0304;BE40173275;#N/A;3.47736;50.91789;Pluimvee;CHCK;NA;BL;27495;1/04/2019
BE31101350-0301;BE31101350;#N/A;2.75971;50.91871;Pluimvee;TRK;NA;MEATP;6000;1/04/2019
BE30981950-0301;BE30981950;#N/A;2.70752;50.91878;Pluimvee;CHCK;NA;MEATP;15500;1/04/2019
BE30981950-0302;BE30981950;#N/A;2.70752;50.91878;Pluimvee;CHCK;NA;MEATP;19500;1/04/2019
BE40080341-0301;BE40080341;#N/A;3.82248;50.91907;Pluimvee;CHCK;NA;MEATP;13500;1/04/2019
BE20019938-0301;BE20019938;#N/A;4.90861;50.91935;Pluimvee;NOTRE;NA;NOCSP;199;1/04/2019
BE31142960-0301;BE31142960;#N/A;3.06582;50.91959;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE30921478-0301;BE30921478;#N/A;2.91091;50.92015;Pluimvee;CHCK;NA;MEATP;21000;1/04/2019
BE30921478-0302;BE30921478;#N/A;2.91091;50.92015;Pluimvee;CHCK;NA;MEATP;46000;1/04/2019
BE40279901-0401;BE40279901;#N/A;3.94168;50.92016;Loopvogel;OSTR;Yes;MEATP;11;1/04/2019
BE31010738-0301;BE31010738;#N/A;3.02235;50.9203;Pluimvee;CHCK;NA;MEATP;42000;1/04/2019
BE31010738-0302;BE31010738;#N/A;3.02235;50.9203;Pluimvee;CHCK;NA;MEATP;42000;1/04/2019
BE40219771-0301;BE40219771;#N/A;3.45793;50.92034;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE30921419-0301;BE30921419;#N/A;2.88115;50.92036;Pluimvee;CHCK;NA;BRM;20000;1/04/2019
BE70062168-0301;BE70062168;#N/A;5.57443;50.92068;Pluimvee;CHCK;Yes;CELAY;4999;1/04/2019
BE30782621-0301;BE30782621;#N/A;3.35509;50.92127;Pluimvee;CHCK;NA;MEATP;59500;1/04/2019
BE30782621-0302;BE30782621;#N/A;3.35509;50.92127;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE31107170-0301;BE31107170;#N/A;3.28541;50.92155;Pluimvee;TRK;NA;MEATP;4999;1/04/2019
BE31107170-0302;BE31107170;#N/A;3.28541;50.92155;Pluimvee;TRK;NA;MEATP;4999;1/04/2019
BE31116412-0301;BE31116412;#N/A;3.04112;50.92187;Pluimvee;TRK;NA;MEATP;8600;1/04/2019
BE31116412-0302;BE31116412;#N/A;3.04112;50.92187;Pluimvee;TRK;NA;MEATP;4000;1/04/2019
BE31116412-0303;BE31116412;#N/A;3.04112;50.92187;Pluimvee;TRK;NA;MEATP;2050;1/04/2019
BE31116412-0304;BE31116412;#N/A;3.04112;50.92187;Pluimvee;TRK;NA;MEATP;2050;1/04/2019
BE31116412-0305;BE31116412;#N/A;3.04112;50.92187;Pluimvee;TRK;NA;MEATP;3200;1/04/2019
BE31200650-0301;BE31200650;#N/A;3.19708;50.9219;Pluimvee;CHCK;Yes;CELAY;50;1/04/2019
BE40340767-0301;BE40340767;#N/A;3.57116;50.92272;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE20026391-0301;BE20026391;#N/A;4.98056;50.92325;Pluimvee;CHCK;NA;MEATP;23000;1/04/2019
BE20026391-0302;BE20026391;#N/A;4.98056;50.92325;Pluimvee;CHCK;NA;MEATP;27000;1/04/2019
BE20026391-0303;BE20026391;#N/A;4.98056;50.92325;Pluimvee;CHCK;NA;MEATP;35000;1/04/2019
BE31016620-0301;BE31016620;#N/A;3.02883;50.92369;Pluimvee;CHCK;NA;MEATP;24000;1/04/2019
BE31016620-0302;BE31016620;#N/A;3.02883;50.92369;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE30780637-0301;BE30780637;#N/A;3.40261;50.92482;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE30780637-0302;BE30780637;#N/A;3.40261;50.92482;Pluimvee;CHCK;NA;MEATP;45000;1/04/2019
BE40235521-0301;BE40235521;#N/A;3.65008;50.92503;Pluimvee;CHCK;NA;MEATP;19990;1/04/2019
BE40235521-0302;BE40235521;#N/A;3.65008;50.92503;Pluimvee;CHCK;NA;MEATP;19990;1/04/2019
BE40235521-0303;BE40235521;#N/A;3.65008;50.92503;Pluimvee;CHCK;NA;MEATP;19990;1/04/2019
BE40235521-0304;BE40235521;#N/A;3.65008;50.92503;Pluimvee;CHCK;NA;MEATP;19990;1/04/2019
BE40235521-0305;BE40235521;#N/A;3.65008;50.92503;Pluimvee;CHCK;NA;MEATP;19990;1/04/2019
BE30783105-0301;BE30783105;#N/A;3.36949;50.92516;Pluimvee;CHCK;NA;MEATP;1400;1/04/2019
BE30783105-0302;BE30783105;#N/A;3.36949;50.92516;Pluimvee;CHCK;NA;MEATP;1400;1/04/2019
BE30783105-0303;BE30783105;#N/A;3.36949;50.92516;Pluimvee;CHCK;NA;MEATP;1300;1/04/2019
BE30783105-0304;BE30783105;#N/A;3.36949;50.92516;Pluimvee;CHCK;NA;MEATP;890;1/04/2019
BE70142171-0301;BE70142171;#N/A;5.18203;50.92517;Pluimvee;CHCK;No;BL;210;1/04/2019
BE30860878-0301;BE30860878;#N/A;3.28382;50.92542;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE31199067-0301;BE31199067;#N/A;3.39902;50.92548;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE70065523-0301;BE70065523;#N/A;5.12007;50.92597;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE30981462-0301;BE30981462;#N/A;2.71795;50.9263;Pluimvee;NOTRE;NA;NOCSP;3000;1/04/2019
BE70105371-0301;BE70105371;#N/A;5.60645;50.92671;Pluimvee;CHCK;No;CELAY;20000;1/04/2019
BE70105371-0302;BE70105371;#N/A;5.60645;50.92671;Pluimvee;CHCK;No;CELAY;20000;1/04/2019
BE70105371-0303;BE70105371;#N/A;5.60645;50.92671;Pluimvee;CHCK;No;CELAY;20000;1/04/2019
BE70105371-0304;BE70105371;#N/A;5.60645;50.92671;Pluimvee;CHCK;NA;BL;39000;1/04/2019
BE40027112-0301;BE40027112;#N/A;3.47205;50.92688;Pluimvee;CHCK;NA;MEATP;14500;1/04/2019
BE70105460-0301;BE70105460;#N/A;5.29383;50.92695;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE30983181-0301;BE30983181;#N/A;2.80844;50.92716;Pluimvee;CHCK;No;CELAY;59440;1/04/2019
BE30983181-0302;BE30983181;#N/A;2.80844;50.92716;Pluimvee;CHCK;No;CELAY;59440;1/04/2019
BE40154629-0301;BE40154629;#N/A;3.91164;50.92766;Pluimvee;CHCK;No;CELAY;30000;1/04/2019
BE40112160-0401;BE40112160;#N/A;3.84192;50.92808;Loopvogel;EMU;NA;NPRWA;2;1/04/2019
BE20065794-0301;BE20065794;#N/A;4.98177;50.92917;Pluimvee;PGN.DUCK.PHST.GSE.TRK.CHCK.QL.GFWL.PRTG;Yes;NOCSP;0;1/04/2019
BE30770062-0301;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;10000;1/04/2019
BE30770062-0302;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;3600;1/04/2019
BE30770062-0303;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;3600;1/04/2019
BE30770062-0304;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;10000;1/04/2019
BE30770062-0305;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;6500;1/04/2019
BE30770062-0306;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;6500;1/04/2019
BE30770062-0307;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;4800;1/04/2019
BE30770062-0308;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;4800;1/04/2019
BE30770062-0309;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;4800;1/04/2019
BE30770062-0310;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;BL;4800;1/04/2019
BE30770062-0351;BE30770062;#N/A;3.26373;50.93016;Pluimvee;CHCK;NA;DOLA;19200;1/04/2019
BE70107587-0301;BE70107587;#N/A;5.1262;50.93041;Pluimvee;CHCK;NA;MEATP;63000;1/04/2019
BE70105827-0301;BE70105827;#N/A;5.12414;50.93049;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE40234053-0301;BE40234053;#N/A;3.71652;50.93058;Pluimvee;CHCK;No;CELAY;15000;1/04/2019
BE40234053-0302;BE40234053;#N/A;3.71652;50.93058;Pluimvee;CHCK;No;CELAY;20000;1/04/2019
BE40234053-0303;BE40234053;#N/A;3.71652;50.93058;Pluimvee;CHCK;No;CELAY;15000;1/04/2019
BE30922288-0301;BE30922288;#N/A;2.96146;50.93069;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE40020746-0301;BE40020746;#N/A;3.52347;50.93107;Pluimvee;CHCK;NA;MEATP;1225;1/04/2019
BE40020746-0302;BE40020746;#N/A;3.52347;50.93107;Pluimvee;CHCK;NA;MEATP;1225;1/04/2019
BE40020746-0303;BE40020746;#N/A;3.52347;50.93107;Pluimvee;CHCK;NA;MEATP;1250;1/04/2019
BE40020746-0304;BE40020746;#N/A;3.52347;50.93107;Pluimvee;CHCK;NA;MEATP;1250;1/04/2019
BE40343898-0301;BE40343898;#N/A;3.46455;50.93187;Pluimvee;DUCK.GSE.CHCK;Yes;NPRWA;0;1/04/2019
BE31140186-0301;BE31140186;#N/A;3.03747;50.9319;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE31140186-0302;BE31140186;#N/A;3.03747;50.9319;Pluimvee;CHCK;NA;MEATP;11000;1/04/2019
BE31009454-0301;BE31009454;#N/A;3.00114;50.93254;Pluimvee;CHCK;NA;MEATP;19900;1/04/2019
BE31022711-0301;BE31022711;#N/A;3.27851;50.93258;Pluimvee;CHCK;NA;MEATP;84500;1/04/2019
BE40020606-0301;BE40020606;#N/A;3.55517;50.93284;Pluimvee;CHCK;NA;HERM;6000;1/04/2019
BE40341194-0301;BE40341194;#N/A;3.46919;50.93291;Pluimvee;CHCK;NA;MEATP;1000;1/04/2019
BE70126409-0401;BE70126409;#N/A;5.12624;50.93292;Loopvogel;OSTR;Yes;HEPR;706;1/04/2019
BE70126409-0451;BE70126409;#N/A;5.12624;50.93292;Loopvogel;OSTR;NA;HEPR;1200;1/04/2019
BE30920609-0301;BE30920609;#N/A;2.93455;50.93295;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE30920609-0302;BE30920609;#N/A;2.93455;50.93295;Pluimvee;CHCK;NA;MEATP;19500;1/04/2019
BE20125071-0301;BE20125071;#N/A;4.35068;50.93298;Pluimvee;PHST.QL.GFWL.PRTG;NA;NOCSP;NA;1/04/2019
BE20125071-0401;BE20125071;#N/A;4.35068;50.93298;Loopvogel;NANDU.OSTR;NA;NOCSP;20;1/04/2019
BE31143126-0301;BE31143126;#N/A;3.04561;50.93308;Pluimvee;CHCK;NA;MEATP;19500;1/04/2019
BE40337855-0301;BE40337855;#N/A;3.48115;50.93337;Pluimvee;CHCK;NA;HERM;20000;1/04/2019
BE30700994-0301;BE30700994;#N/A;3.23191;50.93345;Pluimvee;CHCK;NA;MEATP;19900;1/04/2019
BE30990917-0301;BE30990917;#N/A;2.65481;50.9347;Pluimvee;CHCK;NA;MEATP;21600;1/04/2019
BE30990917-0302;BE30990917;#N/A;2.65481;50.9347;Pluimvee;CHCK;NA;MEATP;23400;1/04/2019
BE30781242-0301;BE30781242;#N/A;3.35433;50.93495;Pluimvee;CHCK;Yes;CELAY;3000;1/04/2019
BE31138051-0301;BE31138051;#N/A;2.85834;50.93502;Pluimvee;CHCK;NA;MEATP;25800;1/04/2019
BE31138051-0302;BE31138051;#N/A;2.85834;50.93502;Pluimvee;CHCK;NA;MEATP;34100;1/04/2019
BE20129547-0401;BE20129547;#N/A;4.44053;50.9351;Loopvogel;EMU;NA;NOCSP;6;1/04/2019
BE30922008-0301;BE30922008;#N/A;2.96475;50.93606;Pluimvee;CHCK;NA;MEATP;36000;1/04/2019
BE40324869-0301;BE40324869;#N/A;4.14639;50.93649;Pluimvee;CHCK;Yes;MEATP;500;1/04/2019
BE40324869-0401;BE40324869;#N/A;4.14639;50.93649;Loopvogel;OSTR;Yes;MEATP;NA;1/04/2019
BE40319776-0301;BE40319776;#N/A;4.14611;50.93667;Pluimvee;CHCK;NA;MEATP;500;1/04/2019
BE30781651-0301;BE30781651;#N/A;3.3582;50.93714;Pluimvee;CHCK;Yes;BRSE;NA;1/04/2019
BE30981489-0301;BE30981489;#N/A;2.75552;50.93802;Pluimvee;CHCK;NA;HERL.HERM.HESL.HESM;26000;1/04/2019
BE20106024-0301;BE20106024;#N/A;4.94266;50.94113;Pluimvee;CHCK;NA;MEATP;83500;1/04/2019
BE70105835-0301;BE70105835;#N/A;5.149057107;50.94150256;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE40096300-0301;BE40096300;#N/A;4.12012;50.94177;Pluimvee;CHCK;NA;MEATP;21600;1/04/2019
BE70143079-0301;BE70143079;#N/A;5.71474;50.94254;Pluimvee;NOTRE;NA;NA;NA;1/04/2019
BE40233057-0301;BE40233057;#N/A;3.48308;50.94457;Pluimvee;CHCK;NA;BL;2500;1/04/2019
BE40233057-0302;BE40233057;#N/A;3.48308;50.94457;Pluimvee;CHCK;NA;BL;2500;1/04/2019
BE40233057-0303;BE40233057;#N/A;3.48308;50.94457;Pluimvee;CHCK;NA;BL;2500;1/04/2019
BE40233057-0304;BE40233057;#N/A;3.48308;50.94457;Pluimvee;CHCK;NA;BL;2500;1/04/2019
BE40233057-0305;BE40233057;#N/A;3.48308;50.94457;Pluimvee;CHCK;NA;BL;2500;1/04/2019
BE40233057-0306;BE40233057;#N/A;3.48308;50.94457;Pluimvee;CHCK;NA;BL;2500;1/04/2019
BE40233057-0307;BE40233057;#N/A;3.48308;50.94457;Pluimvee;CHCK;NA;BL;2248;1/04/2019
BE30861033-0301;BE30861033;#N/A;3.30152;50.94582;Pluimvee;CHCK;NA;MEATP;17000;1/04/2019
BE20007409-0301;BE20007409;#N/A;4.18903;50.94582;Pluimvee;CHCK;NA;MEATP;19000;1/04/2019
BE70024185-0301;BE70024185;#N/A;5.10178;50.94597;Pluimvee;CHCK;NA;MEATP;7500;1/04/2019
BE31144165-0301;BE31144165;#N/A;3.1782;50.94694;Pluimvee;CHCK;NA;BL;31250;1/04/2019
BE31030739-0301;BE31030739;#N/A;3.0597;50.94714;Pluimvee;CHCK;Yes;MEATP;NA;1/04/2019
BE70105487-0301;BE70105487;#N/A;5.13279;50.94817;Pluimvee;CHCK;No;CELAY;59900;1/04/2019
BE31141700-0301;BE31141700;#N/A;3.44453;50.94834;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE40079805-0301;BE40079805;#N/A;4.14828;50.9485;Pluimvee;CHCK;NA;MEATP;84999;1/04/2019
BE20108418-0401;BE20108418;#N/A;4.25328;50.94901;Loopvogel;OSTR;NA;NOCSP;NA;1/04/2019
BE30990232-0301;BE30990232;#N/A;2.65701;50.94955;Pluimvee;CHCK;NA;HERM;10000;1/04/2019
BE30990232-0302;BE30990232;#N/A;2.65701;50.94955;Pluimvee;CHCK;NA;HERM;10000;1/04/2019
BE30990232-0303;BE30990232;#N/A;2.65701;50.94955;Pluimvee;CHCK;NA;HERM;10000;1/04/2019
BE30990232-0304;BE30990232;#N/A;2.65701;50.94955;Pluimvee;CHCK;NA;HERM;10000;1/04/2019
BE30994548-0301;BE30994548;#N/A;3.37726;50.94975;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE40233278-0301;BE40233278;#N/A;3.57222;50.95008;Pluimvee;CHCK;NA;MEATP;16000;1/04/2019
BE40233278-0302;BE40233278;#N/A;3.57222;50.95008;Pluimvee;CHCK;NA;MEATP;14000;1/04/2019
BE40233790-0301;BE40233790;#N/A;3.450745238;50.95082212;Pluimvee;CHCK;NA;MEATP;23500;1/04/2019
BE40233790-0302;BE40233790;#N/A;3.450745238;50.95082212;Pluimvee;CHCK;NA;MEATP;23500;1/04/2019
BE40233790-0303;BE40233790;#N/A;3.450745238;50.95082212;Pluimvee;CHCK;NA;MEATP;23500;1/04/2019
BE40233782-0301;BE40233782;#N/A;3.435054361;50.95193364;Pluimvee;CHCK;NA;MEATP;21000;1/04/2019
BE40233782-0302;BE40233782;#N/A;3.435054361;50.95193364;Pluimvee;CHCK;NA;MEATP;21500;1/04/2019
BE40233782-0303;BE40233782;#N/A;3.435054361;50.95193364;Pluimvee;CHCK;NA;MEATP;21500;1/04/2019
BE40233782-0304;BE40233782;#N/A;3.435054361;50.95193364;Pluimvee;CHCK;NA;MEATP;21500;1/04/2019
BE30180990-0301;BE30180990;#N/A;2.71789;50.95363;Pluimvee;CHCK;NA;MEATP;18000;1/04/2019
BE30180990-0302;BE30180990;#N/A;2.71789;50.95363;Pluimvee;CHCK;NA;MEATP;18000;1/04/2019
BE30180990-0303;BE30180990;#N/A;2.71789;50.95363;Pluimvee;CHCK;NA;MEATP;18000;1/04/2019
BE40016242-0301;BE40016242;#N/A;3.44887;50.9548;Pluimvee;CHCK;NA;MEATP;83800;1/04/2019
BE31024054-0301;BE31024054;#N/A;3.3413;50.95516;Pluimvee;CHCK;NA;BRL;1000;1/04/2019
BE31024054-0302;BE31024054;#N/A;3.3413;50.95516;Pluimvee;CHCK;NA;HERL;1000;1/04/2019
BE30141596-0301;BE30141596;#N/A;3.03888;50.95519;Pluimvee;CHCK;NA;BRM;11000;1/04/2019
BE30140425-0301;BE30140425;#N/A;3.04055;50.95561;Pluimvee;GFWL;NA;NOCSP;NA;1/04/2019
BE31022094-0301;BE31022094;#N/A;2.91586;50.95718;Pluimvee;DUCK.PHST.CHCK;Yes;NOCSP;0;1/04/2019
BE31113588-0301;BE31113588;#N/A;2.8727;50.9582;Pluimvee;DUCK.GSE.CHCK;Yes;NOCSP;NA;1/04/2019
BE20061357-0301;BE20061357;#N/A;4.95473;50.95912;Pluimvee;CHCK;No;CELAY;49416;1/04/2019
BE30180761-0301;BE30180761;#N/A;2.72728;50.95969;Pluimvee;CHCK;NA;MEATP;60000;1/04/2019
BE30180761-0302;BE30180761;#N/A;2.72728;50.95969;Pluimvee;CHCK;NA;MEATP;70000;1/04/2019
BE40276228-0351;BE40276228;#N/A;3.45692;50.96068;Pluimvee;CHCK;NA;DOME;655200;1/04/2019
BE70105525-0301;BE70105525;#N/A;5.55909;50.96089;Pluimvee;CHCK;NA;MEATP;83070;1/04/2019
BE70136171-0401;BE70136171;#N/A;5.32916;50.961;Loopvogel;OSTR;Yes;MEATP;5;1/04/2019
BE31024518-0301;BE31024518;#N/A;3.35031;50.96127;Pluimvee;CHCK;NA;MEATP;32000;1/04/2019
BE31024518-0302;BE31024518;#N/A;3.35031;50.96127;Pluimvee;CHCK;NA;MEATP;32000;1/04/2019
BE30150900-0301;BE30150900;#N/A;2.85618;50.9624;Pluimvee;CHCK;NA;MEATP;32000;1/04/2019
BE30150900-0302;BE30150900;#N/A;2.85618;50.9624;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE20062000-0301;BE20062000;#N/A;5.05926;50.96253;Pluimvee;CHCK;NA;MEATP;73920;1/04/2019
BE70106319-0301;BE70106319;#N/A;5.23506;50.96282;Pluimvee;CHCK;NA;MEATP;35000;1/04/2019
BE31142881-0301;BE31142881;#N/A;2.91117;50.96356;Pluimvee;CHCK;NA;MEATP;20000;1/04/2019
BE31142881-0302;BE31142881;#N/A;2.91117;50.96356;Pluimvee;CHCK;NA;MEATP;20000;1/04/2019
BE31142881-0303;BE31142881;#N/A;2.91117;50.96356;Pluimvee;CHCK;NA;MEATP;20000;1/04/2019
BE31144033-0301;BE31144033;#N/A;3.22656;50.964195;Pluimvee;CHCK;NA;BL;68000;1/04/2019
BE31144033-0302;BE31144033;#N/A;3.22656;50.964195;Pluimvee;CHCK;NA;BL;60000;1/04/2019
BE31100176-0301;BE31100176;#N/A;3.23742;50.96651;Pluimvee;CHCK;NA;BL;47500;1/04/2019
BE31100176-0302;BE31100176;#N/A;3.23742;50.96651;Pluimvee;CHCK;NA;BRL;NA;1/04/2019
BE31100176-0303;BE31100176;#N/A;3.23742;50.96651;Pluimvee;CHCK;NA;BL;47500;1/04/2019
BE30861671-0301;BE30861671;#N/A;3.26126;50.96659;Pluimvee;CHCK;NA;BRM;9000;1/04/2019
BE40324567-0301;BE40324567;#N/A;3.584363783;50.96717374;Pluimvee;CHCK;No;CELAY;36964;1/04/2019
BE30993517-0301;BE30993517;#N/A;2.62305;50.96721;Pluimvee;CHCK;NA;MEATP;45000;1/04/2019
BE30993517-0302;BE30993517;#N/A;2.62305;50.96721;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE30993517-0303;BE30993517;#N/A;2.62305;50.96721;Pluimvee;CHCK;NA;MEATP;37000;1/04/2019
BE31030712-0301;BE31030712;#N/A;3.01593;50.96744;Pluimvee;CHCK;NA;MEATP;50000;1/04/2019
BE40156011-0301;BE40156011;#N/A;3.57816;50.96752;Pluimvee;CHCK;No;CELAY;4999;1/04/2019
BE31023910-0301;BE31023910;#N/A;2.76168;50.96775;Pluimvee;CHCK;NA;MEATP;24750;1/04/2019
BE31023910-0302;BE31023910;#N/A;2.76168;50.96775;Pluimvee;CHCK;NA;MEATP;24750;1/04/2019
BE30892176-0301;BE30892176;#N/A;3.37083;50.96788;Pluimvee;CHCK;NA;MEATP;19500;1/04/2019
BE40016031-0301;BE40016031;#N/A;3.441;50.96987;Pluimvee;CHCK;NA;MEATP;21000;1/04/2019
BE40016031-0302;BE40016031;#N/A;3.441;50.96987;Pluimvee;CHCK;NA;MEATP;21500;1/04/2019
BE40016031-0303;BE40016031;#N/A;3.441;50.96987;Pluimvee;CHCK;NA;MEATP;21500;1/04/2019
BE40016031-0304;BE40016031;#N/A;3.441;50.96987;Pluimvee;CHCK;NA;MEATP;21500;1/04/2019
BE31024232-0301;BE31024232;#N/A;3.30697;50.97018;Pluimvee;CHCK;NA;MEATP;14000;1/04/2019
BE31024232-0302;BE31024232;#N/A;3.30697;50.97018;Pluimvee;CHCK;NA;MEATP;16000;1/04/2019
BE31024232-0303;BE31024232;#N/A;3.30697;50.97018;Pluimvee;CHCK;NA;MEATP;22500;1/04/2019
BE31024232-0304;BE31024232;#N/A;3.30697;50.97018;Pluimvee;CHCK;NA;MEATP;32500;1/04/2019
BE30993096-0301;BE30993096;#N/A;2.64643;50.97105;Pluimvee;CHCK;NA;MEATP;50000;1/04/2019
BE20155351-0301;BE20155351;#N/A;4.15512;50.97113;Pluimvee;CHCK;Yes;MEATP;420;1/04/2019
BE30852360-0301;BE30852360;#N/A;3.2301;50.97173;Pluimvee;CHCK;No;CELAY;81000;1/04/2019
BE30852360-0302;BE30852360;#N/A;3.2301;50.97173;Pluimvee;CHCK;No;CELAY;39999;1/04/2019
BE30993010-0301;BE30993010;#N/A;2.65936;50.97247;Pluimvee;CHCK;Yes;BRM;20000;1/04/2019
BE30993460-0301;BE30993460;#N/A;2.64259;50.9733;Pluimvee;CHCK;NA;MEATP;20000;1/04/2019
BE30993460-0302;BE30993460;#N/A;2.64259;50.9733;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE30993460-0303;BE30993460;#N/A;2.64259;50.9733;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE30993460-0304;BE30993460;#N/A;2.64259;50.9733;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE30993460-0305;BE30993460;#N/A;2.64259;50.9733;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE31018313-0301;BE31018313;#N/A;3.04958;50.97354;Pluimvee;CHCK;NA;BRM;14000;1/04/2019
