proximity,families,feed,hatcheries,rendac,veterinaries
0.36593,0.10934,0.05114,0.066,0.0629,0.08226
0.38328,0.09619,0.04585,0.07424,0.06295,0.09119
0.39023,0.02921,0.01846,0.05023,0.08881,0.10294
0.40089,0.09102,0.02098,0.08633,0.0778,0.10805
0.37825,0.11611,0.02043,0.10287,0.07913,0.10234
0.41797,0.03663,0.02388,0.0677,0.1044,0.13884
0.32421,0.02508,-0.0018,0.03728,0.09987,0.12256
0.34731,0.00018,0.0317,0.05955,0.14392,0.14843
0.41112,0.11125,0.00911,0.09029,0.0598,0.08877
0.31283,0.02097,0.03241,0.05767,0.07956,0.1024
0.3436,-0.00983,0.00882,-0.00102,0.04105,0.07751
0.40612,0.08725,0.01401,0.09377,0.09824,0.09884
0.40002,0.07537,0.04968,0.09832,0.12603,0.12266
0.37044,0.03584,0.03268,0.08293,0.13756,0.17296
0.41452,0.04972,0.04647,0.1002,0.10382,0.15727
0.2841,0.01825,-0.01277,0.05858,0.03382,0.08653
0.41405,0.1091,0.05081,0.08312,0.09972,0.09226
0.39644,0.03253,0.03946,0.08038,0.1322,0.14234
0.39857,0.10096,0.02985,0.06654,0.03944,0.10296
0.4376,0.11384,0.04879,0.0935,0.07555,0.09128
0.43021,0.04881,0.0646,0.10091,0.10818,0.10726
0.36951,0.03448,0.02296,0.06368,0.10134,0.12502
0.33602,0.13662,0.02782,0.10116,0.06755,0.07101
0.36305,0.05872,0.03474,0.0976,0.13391,0.1145
0.37012,0.01404,0.03184,0.06654,0.12492,0.137
0.38324,0.0812,0.01731,0.085,0.058,0.12298
0.39708,0.06441,0.01121,0.04689,0.06971,0.12388
0.3367,0.10871,0.03341,0.08747,0.07368,0.09291
0.39199,0.13666,0.06368,0.12895,0.09452,0.09833
0.47969,0.06863,0.0066,0.04021,0.06197,0.1023
0.41491,0.0582,0.01956,0.07277,0.07815,0.13154
0.36984,0.03794,0.03131,0.07618,0.09622,0.10139
0.44787,0.08647,0.0324,0.08423,0.08684,0.10788
0.34596,0.01197,0.02771,0.06679,0.10157,0.11787
0.21336,-0.00255,-0.00998,0.00906,0.02302,0.07251
0.32608,0.05705,0.0515,0.09599,0.08193,0.11677
0.27227,0.00369,0.01114,0.05017,0.04615,0.08612
0.40202,0.09166,0.01983,0.0896,0.09176,0.14742
0.35315,0.05095,0.03778,0.08693,0.12479,0.18628
0.37583,0.07393,0.03196,0.08911,0.12685,0.13875
0.32642,0.02645,0.00793,0.02484,0.05765,0.10964
0.44242,0.11029,0.04727,0.11103,0.07767,0.10952
0.36575,0.07935,0.01139,0.07078,0.07347,0.13524
0.31369,0.05265,0.01673,0.06005,0.1401,0.12107
0.45979,0.16585,0.06373,0.1199,0.05958,0.07961
0.42102,0.15425,0.06486,0.09548,0.03439,0.04333
0.42401,0.02169,0.02008,0.04888,0.10797,0.11758
0.30563,0.03603,0.02342,0.06502,0.08674,0.12731
0.38251,-0.00911,0.03923,0.0327,0.11477,0.11562
0.46465,0.02385,0.04925,0.08759,0.12266,0.14465
0.3752,0.06661,0.01978,0.06296,0.06585,0.10338
0.35277,0.06858,0.05256,0.10868,0.11123,0.11803
0.36422,0.05429,0.00419,0.08634,0.11886,0.15282
0.30517,0.06548,0.0151,0.04277,0.01798,0.06692
0.41082,0.07629,0.02662,0.06371,0.10676,0.10845
0.3881,0.05158,0.01105,0.06392,0.09679,0.13341
0.41152,0.08071,0.06246,0.07447,0.0849,0.08579
0.39599,0.17608,0.02837,0.09596,0.01402,0.06752
0.40853,0.0545,-0.00705,0.04022,0.08227,0.12221
0.39851,0.09599,0.07487,0.11133,0.13755,0.12249
0.44359,0.06062,0.07612,0.12866,0.10567,0.16623
0.50377,0.09543,0.08942,0.107,0.10525,0.09434
0.37373,0.13031,0.06715,0.10113,0.06255,0.11303
0.48117,0.11044,0.07289,0.09822,0.08303,0.15559
0.41032,0.05651,0.06054,0.10866,0.08723,0.10835
0.34333,0.07542,0.02467,0.09887,0.10345,0.13146
0.34558,0.15542,0.01201,0.10935,0.02132,0.1183
0.4012,0.14276,0.01074,0.11507,0.09486,0.10447
0.4458,0.05213,0.02017,0.05831,0.0559,0.11819
0.36492,0.03849,-0.001,0.05023,0.06516,0.09541
0.37101,0.09439,0.03489,0.10405,0.08542,0.09548
