proximity,families,feed,hatcheries,rendac,veterinaries
0.41255,0.00415,-0.07125,-0.00065,0.11445,0.0689
0.4679,0.01675,-0.00161,0.02403,0.06729,0.10291
0.4777,0.03884,-0.00931,0.0368,0.07098,0.04942
0.30804,0.00024,-0.01045,0.00599,0.0069,0.06143
0.47571,0.05056,0.00135,0.04553,0.08532,0.08339
0.30382,-0.03343,-0.04013,0.0143,0.05353,0.0598
0.52732,0.0265,-0.02407,0.0483,0.03335,0.05711
0.38508,0.02284,-0.00385,0.01101,0.02567,0.04192
0.32751,-0.01891,-0.01659,0.00502,0.02998,0.06827
0.33893,-0.01965,0.01586,0.0503,0.11173,0.10789
0.38772,0.06567,-0.03713,0.00678,0.05597,0.04536
0.38996,-0.0725,-0.02195,0.05269,0.08596,0.11598
0.4011,0.03252,0.00512,0.02908,0.08243,0.0229
0.17482,-0.02581,-0.01326,-0.01514,-0.0083,0.04617
0.46858,0.00987,-0.02036,0.04228,0.13082,0.07512
0.46177,0.0121,-0.02774,0.03033,0.04258,0.05699
0.32126,0.07672,-0.01783,0.0328,0.05035,0.05682
0.35915,-0.0385,0.00659,0.03926,0.09299,0.08231
0.36333,-0.00442,0.02759,0.04471,0.08565,0.11611
0.32784,0.0919,-0.01486,0.05336,0.0507,0.00177
0.51763,-0.0228,-0.02424,0.06544,0.06678,0.1277
0.393,-0.06462,0.0041,0.08615,0.09596,0.08661
0.221,-0.01002,-0.01355,-0.00594,0.0013,0.04307
0.36501,0.04153,0.0225,0.06014,0.07821,0.0387
0.32244,-0.00978,-0.03449,0.04959,0.11427,0.10737
0.35875,0.00681,-0.03473,0.05906,0.04979,0.06592
0.29399,0.01349,-0.05522,0.0502,0.05992,0.11428
0.44683,0.06807,-0.02924,0.03012,0.09405,0.04977
0.3761,0.07147,-0.01438,0.0682,0.02952,0.01205
0.34693,-0.01547,-0.02723,0.03528,0.12078,0.08922
0.51232,-0.01366,-0.01648,0.04423,0.09689,0.11007
0.45898,-0.01438,0.00143,0.03039,0.08734,0.10747
0.28527,-0.00204,-0.0201,0.08033,0.08382,0.04194
0.43267,0.05505,0.00453,0.02158,0.11759,0.08704
0.48,-0.02454,-0.02763,0.05742,0.07244,0.07819
0.43064,-0.00869,-0.01043,0.01774,0.03811,0.07792
0.37396,-0.01388,-0.02018,0.01797,0.09992,0.10163
0.47197,-0.05129,-0.0049,0.03451,0.12121,0.12156
0.3536,0.05187,0.01284,-0.00233,0.05121,0.04341
0.37316,0.02781,0.00382,0.01452,0.04882,0.05224
0.39043,-0.04465,-0.02441,0.01868,0.07274,0.07401
0.39265,0.01164,-0.02833,0.03472,0.06347,0.06595
0.36615,0.03865,-0.03112,0.04525,0.06688,0.05437
0.41587,-0.0505,-0.02535,0.02847,0.08361,0.10595
0.32358,-0.03642,-0.03941,0.00455,0.08588,0.0991
0.34674,-0.07967,-0.01535,0.02936,0.12082,0.12123
0.4022,0.03387,-0.04067,0.03785,0.04954,0.0431
0.31118,-0.04857,-0.0055,0.03024,0.0615,0.07734
0.35033,-0.06345,-0.01556,-0.01819,0.02792,0.06745
0.39903,0.00539,-0.04051,0.04824,0.08526,0.05263
0.39067,-0.01012,-0.00575,0.0446,0.10636,0.07719
0.36465,-0.05336,-0.01933,0.0379,0.11291,0.13868
0.4082,-0.05138,-0.0081,0.05559,0.07752,0.11883
0.28624,-0.05219,-0.04785,0.05067,0.02079,0.06503
0.40212,0.03884,0.00137,0.0154,0.08625,0.04535
0.39267,-0.05635,-0.0134,0.04059,0.10925,0.10624
0.38919,0.03142,-0.00947,0.00552,0.02588,0.06719
0.42615,0.03425,-0.00222,0.0291,0.06093,0.04321
0.42517,-0.04803,0.0084,0.06154,0.08476,0.06429
0.36701,-0.0433,-0.02223,0.02758,0.08273,0.09428
0.3209,0.07371,-0.01895,0.03806,0.05994,0.02147
0.35611,-0.02426,-0.02068,0.05672,0.11594,0.07084
0.36899,-0.06929,-0.01628,0.03515,0.10278,0.10694
0.37577,-0.00134,-0.02856,0.0375,0.04133,0.08608
0.39265,-0.00452,-0.02824,-0.00382,0.05513,0.09443
0.32411,0.04363,-0.01051,0.02788,0.06188,0.05053
0.37448,0.05273,0.00669,0.05808,0.0783,0.04158
0.4783,-0.00536,-0.0365,-0.00926,0.04954,0.06933
0.41072,-0.02737,-0.02779,0.02894,0.05937,0.09719
0.36728,-0.04258,-0.01634,0.04506,0.0783,0.06673
0.4407,0.00185,-0.01973,0.03048,0.07066,0.06422
0.34579,-0.06873,-0.01721,0.04305,0.08116,0.08973
0.21709,-0.04337,-0.02768,-0.00091,0.01357,0.06577
0.31789,-0.02523,0.00568,0.05499,0.06072,0.08091
0.27437,-0.06273,-0.0211,0.04006,0.03044,0.06775
0.39204,0.00719,-0.03096,0.03045,0.07383,0.10621
0.34414,-0.03681,-0.01161,0.03296,0.09918,0.15254
0.36656,-0.00648,-0.0206,0.03464,0.10839,0.09689
0.3262,-0.03097,-0.02177,-0.00922,0.04359,0.09177
0.43084,0.01845,-0.00841,0.05059,0.0597,0.05954
0.3578,0.00553,-0.03164,0.01781,0.05787,0.1012
0.30721,-0.00735,-0.02809,0.01346,0.1266,0.08665
0.4415,0.08347,0.00868,0.03765,0.04655,0.02044
0.40505,0.08835,0.01999,0.02004,0.0254,-0.00853
0.42522,-0.05787,-0.02646,0.01583,0.08979,0.08773
0.30122,-0.03502,-0.01623,0.02945,0.06832,0.1003
0.38553,-0.0813,-0.00085,0.00511,0.0939,0.09382
0.46333,-0.08085,-0.00834,0.05185,0.09579,0.10693
0.37009,-0.0044,-0.02165,0.01833,0.05159,0.07049
0.34317,-0.01808,-0.00086,0.06307,0.09048,0.07448
0.35867,-0.0313,-0.04828,0.04562,0.10023,0.11553
0.30077,0.01341,-0.01285,0.00446,0.00875,0.04263
0.40416,0.00592,-0.02081,0.00858,0.09294,0.06927
0.38432,-0.02636,-0.0351,0.02108,0.07977,0.10065
0.40309,0.00774,0.0168,0.01755,0.06839,0.04533
0.3781,0.11288,-0.01421,0.01605,0.00819,0.01697
0.40688,-0.01429,-0.04857,-0.00383,0.06964,0.09293
0.38446,0.01121,0.01747,0.04437,0.11655,0.07155
0.43414,-0.05583,0.01501,0.07821,0.07379,0.12116
0.49338,-0.00077,0.03001,0.04263,0.08325,0.04157
0.35635,0.05634,0.02213,0.02359,0.0452,0.0675
0.46715,0.01539,0.02026,0.018,0.05829,0.11016
0.40416,-0.04176,0.00592,0.0704,0.06387,0.06586
0.334,-0.00657,-0.02635,0.05185,0.0856,0.09046
0.32797,0.08135,-0.03192,0.03798,0.01012,0.0725
0.38641,0.06373,-0.04692,0.0488,0.0852,0.0484
0.44417,-0.03242,-0.02367,0.01689,0.03777,0.08731
0.36507,-0.03151,-0.04101,0.02231,0.05238,0.06767
0.36087,0.01376,-0.0169,0.0548,0.0705,0.04938
