name,day_hour,wind_direction,wind_speed
KOKSIJDE,2019-06-22 19,40,6
KOKSIJDE,2019-06-22 20,40,4
KOKSIJDE,2019-06-22 21,40,2
KOKSIJDE,2019-06-22 22,40,3
KOKSIJDE,2019-06-22 23,40,3
KOKSIJDE,2019-06-23 00,30,2
KOKSIJDE,2019-06-23 01,50,2
KOKSIJDE,2019-06-23 02,70,2
KOKSIJDE,2019-06-23 03,99,1
KOKSIJDE,2019-06-23 04,99,1
KOKSIJDE,2019-06-23 05,70,2
KOKSIJDE,2019-06-23 06,80,3
KOKSIJDE,2019-06-23 07,90,3
KOKSIJDE,2019-06-23 08,80,3
KOKSIJDE,2019-06-23 09,80,3
KOKSIJDE,2019-06-23 10,70,4
KOKSIJDE,2019-06-23 11,90,4
KOKSIJDE,2019-06-23 12,100,5
KOKSIJDE,2019-06-23 13,40,3
KOKSIJDE,2019-06-23 14,20,4
KOKSIJDE,2019-06-23 15,20,4
KOKSIJDE,2019-06-23 16,40,3
KOKSIJDE,2019-06-23 17,20,3
KOKSIJDE,2019-06-23 18,99,1
KOKSIJDE,2019-06-23 19,20,2
KOKSIJDE,2019-06-23 20,99,1
KOKSIJDE,2019-06-23 21,120,2
KOKSIJDE,2019-06-23 22,110,2
KOKSIJDE,2019-06-23 23,100,2
KOKSIJDE,2019-06-24 00,120,2
KOKSIJDE,2019-06-24 01,120,2
KOKSIJDE,2019-06-24 02,100,2
KOKSIJDE,2019-06-24 03,100,2
KOKSIJDE,2019-06-24 04,99,1
KOKSIJDE,2019-06-24 05,99,1
KOKSIJDE,2019-06-24 06,140,2
KOKSIJDE,2019-06-24 07,140,3
KOKSIJDE,2019-06-24 08,150,3
KOKSIJDE,2019-06-24 09,140,3
KOKSIJDE,2019-06-24 10,180,3
KOKSIJDE,2019-06-24 11,200,3
KOKSIJDE,2019-06-24 12,310,2
KOKSIJDE,2019-06-24 13,310,4
KOKSIJDE,2019-06-24 14,290,6
KOKSIJDE,2019-06-24 15,300,4
KOKSIJDE,2019-06-24 16,320,3
KOKSIJDE,2019-06-24 17,290,2
KOKSIJDE,2019-06-24 18,300,2
KOKSIJDE,2019-06-24 19,99,1
KOKSIJDE,2019-06-24 20,99,1
KOKSIJDE,2019-06-24 21,99,1
KOKSIJDE,2019-06-24 22,350,2
KOKSIJDE,2019-06-24 23,99,1
KOKSIJDE,2019-06-25 00,10,3
KOKSIJDE,2019-06-25 01,30,3
KOKSIJDE,2019-06-25 02,50,3
KOKSIJDE,2019-06-25 03,40,5
KOKSIJDE,2019-06-25 04,50,4
KOKSIJDE,2019-06-25 05,350,3
KOKSIJDE,2019-06-25 06,10,3
KOKSIJDE,2019-06-25 07,10,3
KOKSIJDE,2019-06-25 08,20,2
KOKSIJDE,2019-06-25 09,340,3
KOKSIJDE,2019-06-25 10,350,2
KOKSIJDE,2019-06-25 11,99,1
KOKSIJDE,2019-06-25 12,99,1
KOKSIJDE,2019-06-25 13,300,3
KOKSIJDE,2019-06-25 14,300,5
KOKSIJDE,2019-06-25 15,290,6
KOKSIJDE,2019-06-25 16,290,5
KOKSIJDE,2019-06-25 17,300,3
KOKSIJDE,2019-06-25 18,320,3
KOKSIJDE,2019-06-25 19,320,3
KOKSIJDE,2019-06-25 20,320,3
KOKSIJDE,2019-06-25 21,310,2
KOKSIJDE,2019-06-25 22,330,2
KOKSIJDE,2019-06-25 23,340,3
KOKSIJDE,2019-06-26 00,350,3
KOKSIJDE,2019-06-26 01,360,4
KOKSIJDE,2019-06-26 02,360,3
KOKSIJDE,2019-06-26 03,360,4
KOKSIJDE,2019-06-26 04,360,4
KOKSIJDE,2019-06-26 05,10,4
KOKSIJDE,2019-06-26 06,10,3
KOKSIJDE,2019-06-26 07,20,4
KOKSIJDE,2019-06-26 08,30,5
KOKSIJDE,2019-06-26 09,20,4
KOKSIJDE,2019-06-26 10,40,5
KOKSIJDE,2019-06-26 11,20,6
KOKSIJDE,2019-06-26 12,20,6
KOKSIJDE,2019-06-26 13,40,7
KOKSIJDE,2019-06-26 14,30,7
KOKSIJDE,2019-06-26 15,30,8
KOKSIJDE,2019-06-26 16,40,8
KOKSIJDE,2019-06-26 17,30,9
KOKSIJDE,2019-06-26 18,30,7
KOKSIJDE,2019-06-26 19,30,8
KOKSIJDE,2019-06-26 20,20,7
KOKSIJDE,2019-06-26 21,30,7
KOKSIJDE,2019-06-26 22,30,8
KOKSIJDE,2019-06-26 23,40,7
KOKSIJDE,2019-06-27 00,40,7
KOKSIJDE,2019-06-27 01,40,7
KOKSIJDE,2019-06-27 02,40,6
KOKSIJDE,2019-06-27 03,40,7
KOKSIJDE,2019-06-27 04,40,7
KOKSIJDE,2019-06-27 05,50,7
KOKSIJDE,2019-06-27 06,60,5
KOKSIJDE,2019-06-27 07,50,6
KOKSIJDE,2019-06-27 08,50,7
KOKSIJDE,2019-06-27 09,50,6
KOKSIJDE,2019-06-27 10,30,6
KOKSIJDE,2019-06-27 11,30,10
KOKSIJDE,2019-06-27 12,30,8
KOKSIJDE,2019-06-27 13,30,8
KOKSIJDE,2019-06-27 14,30,7
KOKSIJDE,2019-06-27 15,20,11
KOKSIJDE,2019-06-27 16,40,10
KOKSIJDE,2019-06-27 17,50,10
KOKSIJDE,2019-06-28 05,60,5
KOKSIJDE,2019-06-28 07,70,5
KOKSIJDE,2019-06-28 08,50,5
KOKSIJDE,2019-06-28 09,60,6
KOKSIJDE,2019-06-28 10,60,4
KOKSIJDE,2019-06-28 11,30,8
KOKSIJDE,2019-06-28 12,30,5
KOKSIJDE,2019-06-28 13,30,6
KOKSIJDE,2019-06-28 14,40,7
KOKSIJDE,2019-06-28 15,30,7
KOKSIJDE,2019-06-28 16,40,6
KOKSIJDE,2019-06-28 17,30,5
KOKSIJDE,2019-06-28 18,30,6
KOKSIJDE,2019-06-28 19,30,4
KOKSIJDE,2019-06-28 20,40,3
KOKSIJDE,2019-06-28 21,50,3
KOKSIJDE,2019-06-28 22,60,2
KOKSIJDE,2019-06-28 23,60,2
KOKSIJDE,2019-06-29 00,99,1
KOKSIJDE,2019-06-29 01,60,2
KOKSIJDE,2019-06-29 02,70,2
KOKSIJDE,2019-06-29 03,80,3
KOKSIJDE,2019-06-29 04,80,2
KOKSIJDE,2019-06-29 05,99,1
KOKSIJDE,2019-06-29 06,110,2
KOKSIJDE,2019-06-29 07,110,3
KOKSIJDE,2019-06-29 08,120,2
KOKSIJDE,2019-06-29 09,160,3
KOKSIJDE,2019-06-29 10,140,2
KOKSIJDE,2019-06-29 11,130,3
KOKSIJDE,2019-06-29 12,150,4
KOKSIJDE,2019-06-29 13,140,4
KOKSIJDE,2019-06-29 14,140,4
KOKSIJDE,2019-06-29 15,130,4
KOKSIJDE,2019-06-29 16,130,4
KOKSIJDE,2019-06-29 17,130,3
KOKSIJDE,2019-06-29 18,130,3
KOKSIJDE,2019-06-29 19,150,3
KOKSIJDE,2019-06-29 20,160,3
KOKSIJDE,2019-06-29 21,160,4
KOKSIJDE,2019-06-29 22,150,3
KOKSIJDE,2019-06-29 23,150,2
KOKSIJDE,2019-06-30 00,99,1
KOKSIJDE,2019-06-30 01,200,3
KOKSIJDE,2019-06-30 02,230,3
KOKSIJDE,2019-06-30 03,240,5
KOKSIJDE,2019-06-30 04,250,4
KOKSIJDE,2019-06-30 05,260,4
KOKSIJDE,2019-06-30 06,280,5
KOKSIJDE,2019-06-30 07,290,5
KOKSIJDE,2019-06-30 08,290,5
KOKSIJDE,2019-06-30 09,300,6
KOKSIJDE,2019-06-30 10,300,5
KOKSIJDE,2019-06-30 11,310,3
KOKSIJDE,2019-06-30 12,290,2
KOKSIJDE,2019-06-30 13,310,4
KOKSIJDE,2019-06-30 14,300,5
KOKSIJDE,2019-06-30 15,250,6
KOKSIJDE,2019-06-30 16,240,6
KOKSIJDE,2019-06-30 17,290,6
KOKSIJDE,2019-06-30 18,230,5
KOKSIJDE,2019-06-30 19,250,4
KOKSIJDE,2019-06-30 20,230,4
KOKSIJDE,2019-06-30 21,220,3
KOKSIJDE,2019-06-30 22,220,3
KOKSIJDE,2019-06-30 23,230,3
KOKSIJDE,2019-07-01 00,230,3
KOKSIJDE,2019-07-01 01,240,2
KOKSIJDE,2019-07-01 02,230,2
KOKSIJDE,2019-07-01 03,230,2
KOKSIJDE,2019-07-01 04,220,2
KOKSIJDE,2019-07-01 11,310,5
KOKSIJDE,2019-07-01 12,320,5
KOKSIJDE,2019-07-01 13,310,5
KOKSIJDE,2019-07-01 14,310,6
KOKSIJDE,2019-07-02 05,350,2
KOKSIJDE,2019-07-02 06,360,2
KOKSIJDE,2019-07-02 07,350,3
KOKSIJDE,2019-07-02 08,360,3
KOKSIJDE,2019-07-02 09,340,3
KOKSIJDE,2019-07-02 10,340,3
KOKSIJDE,2019-07-02 11,150,1.4
KOKSIJDE,2019-07-02 12,350,4
KOKSIJDE,2019-07-02 13,350,5
KOKSIJDE,2019-07-02 14,360,5
KOKSIJDE,2019-07-02 15,360,5
KOKSIJDE,2019-07-02 16,20,6
KOKSIJDE,2019-07-02 17,20,5
KOKSIJDE,2019-07-02 18,20,6
KOKSIJDE,2019-07-02 19,20,5
KOKSIJDE,2019-07-02 20,30,4
KOKSIJDE,2019-07-02 21,30,4
KOKSIJDE,2019-07-02 22,50,4
KOKSIJDE,2019-07-02 23,60,2
KOKSIJDE,2019-07-03 00,60,2
KOKSIJDE,2019-07-03 01,99,1
KOKSIJDE,2019-07-03 02,99,1
KOKSIJDE,2019-07-03 03,99,1
KOKSIJDE,2019-07-03 04,99,1
KOKSIJDE,2019-07-03 05,99,1
KOKSIJDE,2019-07-03 06,40,4
KOKSIJDE,2019-07-03 07,30,5
KOKSIJDE,2019-07-03 08,40,6
KOKSIJDE,2019-07-03 09,30,6
KOKSIJDE,2019-07-03 10,20,6
KOKSIJDE,2019-07-03 11,10,8
KOKSIJDE,2019-07-03 12,20,7
KOKSIJDE,2019-07-03 13,20,7
KOKSIJDE,2019-07-03 14,40,7
KOKSIJDE,2019-07-03 15,30,8
KOKSIJDE,2019-07-03 16,30,8
KOKSIJDE,2019-07-03 17,30,7
KOKSIJDE,2019-07-03 18,40,7
KOKSIJDE,2019-07-03 19,40,6
KOKSIJDE,2019-07-03 20,50,5
KOKSIJDE,2019-07-03 21,50,4
KOKSIJDE,2019-07-03 22,50,4
KOKSIJDE,2019-07-03 23,60,3
KOKSIJDE,2019-07-04 00,99,1
KOKSIJDE,2019-07-04 01,80,2
KOKSIJDE,2019-07-04 02,99,1
KOKSIJDE,2019-07-04 03,99,1
KOKSIJDE,2019-07-04 04,99,1
KOKSIJDE,2019-07-04 05,99,1
KOKSIJDE,2019-07-04 06,90,3
KOKSIJDE,2019-07-04 07,80,3
KOKSIJDE,2019-07-04 08,60,4
KOKSIJDE,2019-07-04 09,60,3
KOKSIJDE,2019-07-04 10,50,3
KOKSIJDE,2019-07-04 11,360,3
KOKSIJDE,2019-07-04 12,10,5
KOKSIJDE,2019-07-04 13,20,4
KOKSIJDE,2019-07-04 14,20,5
KOKSIJDE,2019-07-04 15,10,5
KOKSIJDE,2019-07-04 16,10,5
KOKSIJDE,2019-07-04 17,20,4
KOKSIJDE,2019-07-04 18,20,3
KOKSIJDE,2019-07-04 19,10,2
KOKSIJDE,2019-07-04 20,99,1
KOKSIJDE,2019-07-04 21,99,1
KOKSIJDE,2019-07-04 22,99,1
KOKSIJDE,2019-07-04 23,99,1
KOKSIJDE,2019-07-05 00,99,1
KOKSIJDE,2019-07-05 01,99,1
KOKSIJDE,2019-07-05 02,250,2
KOKSIJDE,2019-07-05 03,99,1
KOKSIJDE,2019-07-05 04,99,1
KOKSIJDE,2019-07-05 05,99,1
KOKSIJDE,2019-07-05 06,99,1
KOKSIJDE,2019-07-05 07,240,2
KOKSIJDE,2019-07-05 08,310,3
KOKSIJDE,2019-07-05 09,350,4
KOKSIJDE,2019-07-05 10,10,3
KOKSIJDE,2019-07-05 11,350,2
KOKSIJDE,2019-07-05 12,330,3
KOKSIJDE,2019-07-05 13,330,3
KOKSIJDE,2019-07-05 14,350,3
KOKSIJDE,2019-07-05 15,340,3
KOKSIJDE,2019-07-05 16,10,3
KOKSIJDE,2019-07-05 17,350,2
KOKSIJDE,2019-07-05 18,99,1
KOKSIJDE,2019-07-05 19,99,1
KOKSIJDE,2019-07-05 20,99,1
KOKSIJDE,2019-07-05 21,99,1
KOKSIJDE,2019-07-05 22,99,1
KOKSIJDE,2019-07-05 23,99,1
KOKSIJDE,2019-07-06 00,99,1
KOKSIJDE,2019-07-06 01,99,1
KOKSIJDE,2019-07-06 02,99,1
KOKSIJDE,2019-07-06 03,99,1
KOKSIJDE,2019-07-06 04,99,1
KOKSIJDE,2019-07-06 05,230,2
KOKSIJDE,2019-07-06 06,240,2
KOKSIJDE,2019-07-06 07,280,5
KOKSIJDE,2019-07-06 08,300,4
KOKSIJDE,2019-07-06 09,330,4
KOKSIJDE,2019-07-06 10,320,3
KOKSIJDE,2019-07-06 11,330,4
KOKSIJDE,2019-07-06 12,340,4
KOKSIJDE,2019-07-06 13,350,3
KOKSIJDE,2019-07-06 14,340,4
KOKSIJDE,2019-07-06 15,10,3
KOKSIJDE,2019-07-06 16,30,3
KOKSIJDE,2019-07-06 17,30,4
KOKSIJDE,2019-07-06 18,40,2
KOKSIJDE,2019-07-06 19,40,3
KOKSIJDE,2019-07-06 20,60,2
KOKSIJDE,2019-07-06 21,40,4
KOKSIJDE,2019-07-06 22,40,4
KOKSIJDE,2019-07-06 23,50,2
KOKSIJDE,2019-07-07 00,99,1
KOKSIJDE,2019-07-07 01,99,1
KOKSIJDE,2019-07-07 02,99,1
KOKSIJDE,2019-07-07 03,99,1
KOKSIJDE,2019-07-07 04,99,1
KOKSIJDE,2019-07-07 05,99,1
KOKSIJDE,2019-07-07 06,40,2
KOKSIJDE,2019-07-07 07,50,2
KOKSIJDE,2019-07-07 08,40,4
KOKSIJDE,2019-07-07 09,30,4
KOKSIJDE,2019-07-07 10,40,4
KOKSIJDE,2019-07-07 11,10,4
KOKSIJDE,2019-07-07 12,10,4
KOKSIJDE,2019-07-07 13,10,5
KOKSIJDE,2019-07-07 14,10,4
KOKSIJDE,2019-07-07 15,10,5
KOKSIJDE,2019-07-07 16,360,5
KOKSIJDE,2019-07-07 17,20,4
KOKSIJDE,2019-07-07 18,30,5
KOKSIJDE,2019-07-07 19,50,4
KOKSIJDE,2019-07-07 20,99,1
KOKSIJDE,2019-07-07 21,99,1
KOKSIJDE,2019-07-07 22,99,1
KOKSIJDE,2019-07-07 23,99,1
KOKSIJDE,2019-07-08 00,99,1
KOKSIJDE,2019-07-08 01,99,1
KOKSIJDE,2019-07-08 02,99,1
KOKSIJDE,2019-07-08 03,99,1
KOKSIJDE,2019-07-08 04,99,1
KOKSIJDE,2019-07-08 05,99,1
KOKSIJDE,2019-07-08 06,99,1
KOKSIJDE,2019-07-08 07,360,2
KOKSIJDE,2019-07-08 08,20,3
KOKSIJDE,2019-07-08 09,350,4
KOKSIJDE,2019-07-08 10,350,4
KOKSIJDE,2019-07-08 11,360,4
KOKSIJDE,2019-07-08 12,360,4
KOKSIJDE,2019-07-08 13,360,5
KOKSIJDE,2019-07-08 14,360,5
KOKSIJDE,2019-07-08 15,10,5
KOKSIJDE,2019-07-08 16,20,5
KOKSIJDE,2019-07-08 17,30,5
KOKSIJDE,2019-07-08 18,40,4
KOKSIJDE,2019-07-08 19,60,4
KOKSIJDE,2019-07-08 20,70,2
KOKSIJDE,2019-07-08 21,99,1
KOKSIJDE,2019-07-08 22,99,1
KOKSIJDE,2019-07-08 23,99,1
KOKSIJDE,2019-07-09 00,99,1
KOKSIJDE,2019-07-09 01,99,1
KOKSIJDE,2019-07-09 02,99,1
KOKSIJDE,2019-07-09 03,99,1
KOKSIJDE,2019-07-09 04,99,1
KOKSIJDE,2019-07-09 05,99,1
KOKSIJDE,2019-07-09 06,99,1
KOKSIJDE,2019-07-09 07,150,2
KOKSIJDE,2019-07-09 08,130,3
KOKSIJDE,2019-07-09 09,99,2
KOKSIJDE,2019-07-09 10,99,1
KOKSIJDE,2019-07-09 11,350,2
KOKSIJDE,2019-07-09 12,360,4
KOKSIJDE,2019-07-09 13,10,3
KOKSIJDE,2019-07-09 14,10,3
KOKSIJDE,2019-07-09 15,10,4
KOKSIJDE,2019-07-09 16,20,3
KOKSIJDE,2019-07-09 17,40,3
KOKSIJDE,2019-07-09 18,20,2
KOKSIJDE,2019-07-09 19,50,2
KOKSIJDE,2019-07-09 20,99,1
KOKSIJDE,2019-07-09 21,99,1
KOKSIJDE,2019-07-09 22,99,1
KOKSIJDE,2019-07-09 23,99,1
KOKSIJDE,2019-07-10 00,99,1
KOKSIJDE,2019-07-10 01,99,1
KOKSIJDE,2019-07-10 02,99,1
KOKSIJDE,2019-07-10 03,99,1
KOKSIJDE,2019-07-10 04,140,2
KOKSIJDE,2019-07-10 05,150,2
KOKSIJDE,2019-07-10 06,190,3
KOKSIJDE,2019-07-10 07,200,3
KOKSIJDE,2019-07-10 08,210,3
KOKSIJDE,2019-07-10 09,240,4
KOKSIJDE,2019-07-10 10,240,4
KOKSIJDE,2019-07-10 11,250,3
KOKSIJDE,2019-07-10 12,310,2
KOKSIJDE,2019-07-10 13,300,3
KOKSIJDE,2019-07-10 14,290,4
KOKSIJDE,2019-07-10 15,300,3
KOKSIJDE,2019-07-10 16,320,2
KOKSIJDE,2019-07-10 17,300,2
KOKSIJDE,2019-07-10 18,280,2
KOKSIJDE,2019-07-10 19,290,2
KOKSIJDE,2019-07-10 20,99,1
KOKSIJDE,2019-07-10 21,99,1
KOKSIJDE,2019-07-10 22,99,1
KOKSIJDE,2019-07-10 23,99,1
KOKSIJDE,2019-07-11 00,210,2
KOKSIJDE,2019-07-11 01,99,1
KOKSIJDE,2019-07-11 02,250,2
KOKSIJDE,2019-07-11 03,210,2
KOKSIJDE,2019-07-11 04,220,2
KOKSIJDE,2019-07-11 05,230,2
KOKSIJDE,2019-07-11 06,230,2
KOKSIJDE,2019-07-11 07,230,2
KOKSIJDE,2019-07-11 08,230,2
KOKSIJDE,2019-07-11 09,290,6
KOKSIJDE,2019-07-11 10,280,5
KOKSIJDE,2019-07-11 11,280,5
KOKSIJDE,2019-07-11 12,290,5
KOKSIJDE,2019-07-11 13,300,5
KOKSIJDE,2019-07-11 14,310,4
KOKSIJDE,2019-07-11 15,310,4
KOKSIJDE,2019-07-11 16,300,4
KOKSIJDE,2019-07-11 17,290,4
KOKSIJDE,2019-07-11 18,290,3
KOKSIJDE,2019-07-11 19,290,2
KOKSIJDE,2019-07-11 20,280,3
KOKSIJDE,2019-07-11 21,240,3
KOKSIJDE,2019-07-11 22,230,3
KOKSIJDE,2019-07-11 23,210,2
KOKSIJDE,2019-07-12 00,99,2
KOKSIJDE,2019-07-12 01,220,2
KOKSIJDE,2019-07-12 02,99,1
KOKSIJDE,2019-07-12 03,230,2
KOKSIJDE,2019-07-12 04,230,3
KOKSIJDE,2019-07-12 05,240,2
KOKSIJDE,2019-07-12 06,260,2
KOKSIJDE,2019-07-12 07,280,4
KOKSIJDE,2019-07-12 08,290,5
KOKSIJDE,2019-07-12 09,290,5
KOKSIJDE,2019-07-12 10,300,4
KOKSIJDE,2019-07-12 11,330,6
KOKSIJDE,2019-07-12 12,320,5
KOKSIJDE,2019-07-12 13,330,4
KOKSIJDE,2019-07-12 14,330,4
KOKSIJDE,2019-07-12 15,330,3
KOKSIJDE,2019-07-12 16,290,5
KOKSIJDE,2019-07-12 17,290,4
KOKSIJDE,2019-07-12 18,330,3
KOKSIJDE,2019-07-12 19,340,3
KOKSIJDE,2019-07-12 20,10,3
KOKSIJDE,2019-07-12 21,360,2
KOKSIJDE,2019-07-12 22,10,2
KOKSIJDE,2019-07-12 23,360,3
KOKSIJDE,2019-07-13 00,350,5
KOKSIJDE,2019-07-13 01,360,4
KOKSIJDE,2019-07-13 02,330,4
KOKSIJDE,2019-07-13 03,350,5
KOKSIJDE,2019-07-13 04,340,4
KOKSIJDE,2019-07-13 05,360,4
KOKSIJDE,2019-07-13 06,350,4
KOKSIJDE,2019-07-13 07,350,4
KOKSIJDE,2019-07-13 08,350,5
KOKSIJDE,2019-07-13 09,350,7
KOKSIJDE,2019-07-13 10,350,4
KOKSIJDE,2019-07-13 11,340,5
KOKSIJDE,2019-07-13 12,340,5
KOKSIJDE,2019-07-13 13,350,6
KOKSIJDE,2019-07-13 14,360,6
KOKSIJDE,2019-07-13 15,350,5
KOKSIJDE,2019-07-13 16,360,4
KOKSIJDE,2019-07-13 17,340,5
KOKSIJDE,2019-07-13 18,10,5
KOKSIJDE,2019-07-13 19,20,5
KOKSIJDE,2019-07-13 20,30,5
KOKSIJDE,2019-07-13 21,20,4
KOKSIJDE,2019-07-13 22,30,4
KOKSIJDE,2019-07-13 23,30,5
KOKSIJDE,2019-07-14 00,40,3
KOKSIJDE,2019-07-14 01,20,3
KOKSIJDE,2019-07-14 02,360,4
KOKSIJDE,2019-07-14 03,30,5
KOKSIJDE,2019-07-14 04,20,3
KOKSIJDE,2019-07-14 05,20,4
KOKSIJDE,2019-07-14 06,20,3
KOKSIJDE,2019-07-14 07,20,6
KOKSIJDE,2019-07-14 08,20,6
KOKSIJDE,2019-07-14 09,30,7
KOKSIJDE,2019-07-14 10,10,6
KOKSIJDE,2019-07-14 11,10,6
KOKSIJDE,2019-07-14 12,10,6
KOKSIJDE,2019-07-14 13,20,5
KOKSIJDE,2019-07-14 14,20,6
KOKSIJDE,2019-07-14 15,360,7
KOKSIJDE,2019-07-14 16,10,6
KOKSIJDE,2019-07-14 17,10,7
KOKSIJDE,2019-07-14 18,30,6
KOKSIJDE,2019-07-14 19,30,6
KOKSIJDE,2019-07-14 20,20,5
KOKSIJDE,2019-07-14 21,10,5
KOKSIJDE,2019-07-14 22,10,4
KOKSIJDE,2019-07-14 23,40,3
KOKSIJDE,2019-07-15 00,10,3
MELLE,2019-02-15 00,110.8,1.61
MELLE,2019-02-15 01,113.6,1
MELLE,2019-02-15 02,110.1,1.424
MELLE,2019-02-15 03,102,1.403
MELLE,2019-02-15 04,101.5,1
MELLE,2019-02-15 05,81.5,1.32
MELLE,2019-02-15 06,0,0
MELLE,2019-02-15 07,0,0
MELLE,2019-02-15 08,93.2,1
MELLE,2019-02-15 09,132,2.52
MELLE,2019-02-15 10,167.1,2.171
MELLE,2019-02-15 11,203.6,3.489
MELLE,2019-02-15 12,192,3.411
MELLE,2019-02-15 13,174.7,3.186
MELLE,2019-02-15 14,193.6,2.537
MELLE,2019-02-15 15,184.3,3.496
MELLE,2019-02-15 16,167,1.901
MELLE,2019-02-15 17,200,1.694
MELLE,2019-02-15 18,165.9,1.256
MELLE,2019-02-15 19,183.1,1.557
MELLE,2019-02-15 20,187.1,2.7
MELLE,2019-02-15 21,190.2,2.633
MELLE,2019-02-15 22,204.5,2.505
MELLE,2019-02-15 23,185.3,2.105
MELLE,2019-02-16 00,195.7,3.085
MELLE,2019-02-16 01,193.8,2.967
MELLE,2019-02-16 02,192.3,3.023
MELLE,2019-02-16 03,193.5,2.336
MELLE,2019-02-16 04,189.9,3.727
MELLE,2019-02-16 05,192.7,3.678
MELLE,2019-02-16 06,189.4,3.256
MELLE,2019-02-16 07,194.8,3.429
MELLE,2019-02-16 08,228.7,2.098
MELLE,2019-02-16 09,209.3,2.83
MELLE,2019-02-16 10,222.7,3.925
MELLE,2019-02-16 11,225,3.616
MELLE,2019-02-16 12,213.7,3.349
MELLE,2019-02-16 13,223.5,3.957
MELLE,2019-02-16 14,225.2,3.672
MELLE,2019-02-16 15,220,4.006
MELLE,2019-02-16 16,229.1,2.467
MELLE,2019-02-16 17,197.3,1.31
MELLE,2019-02-16 18,179.7,1.216
MELLE,2019-02-16 19,232.3,1.213
MELLE,2019-02-16 20,143.9,1.132
MELLE,2019-02-16 21,0,0
MELLE,2019-02-16 22,198.4,1.159
MELLE,2019-02-16 23,199.7,1.198
MELLE,2019-02-17 00,161.3,1.798
MELLE,2019-02-17 01,136.9,1.014
MELLE,2019-02-17 02,159.7,1.47
MELLE,2019-02-17 03,144.8,1.333
MELLE,2019-02-17 04,140.7,1.706
MELLE,2019-02-17 05,163.8,1.769
MELLE,2019-02-17 06,152.9,1.847
MELLE,2019-02-17 07,160,3.922
MELLE,2019-02-17 08,156.2,2.54
MELLE,2019-02-17 09,150.8,2.047
MELLE,2019-02-17 10,185.8,3.954
MELLE,2019-02-17 11,193.7,4.586
MELLE,2019-02-17 12,184.5,4.869
MELLE,2019-02-17 13,188.1,5.419
MELLE,2019-02-17 14,190.5,5.595
MELLE,2019-02-17 15,195.6,6.325
MELLE,2019-02-17 16,212.4,5.675
MELLE,2019-02-17 17,211.1,5.281
MELLE,2019-02-17 18,188.6,4.037
MELLE,2019-02-17 19,197,4.254
MELLE,2019-02-17 20,199.8,2.597
MELLE,2019-02-17 21,189.1,1.362
MELLE,2019-02-17 22,159.5,2.073
MELLE,2019-02-17 23,178.2,1.822
MELLE,2019-02-18 00,159.7,1
MELLE,2019-02-18 01,174.5,1.779
MELLE,2019-02-18 02,192.4,1.912
MELLE,2019-02-18 03,201.1,2.76
MELLE,2019-02-18 04,183.9,2.549
MELLE,2019-02-18 05,188.8,3.538
MELLE,2019-02-18 06,194.4,3.986
MELLE,2019-02-18 07,187.7,4.05
MELLE,2019-02-18 08,190.7,1.014
MELLE,2019-02-18 09,206.6,3.091
MELLE,2019-02-18 10,209.8,3.449
MELLE,2019-02-18 11,191.6,2.998
MELLE,2019-02-18 12,239,3.64
MELLE,2019-02-18 13,226.7,3.121
MELLE,2019-02-18 14,218.5,3.546
MELLE,2019-02-18 15,199.8,4.053
MELLE,2019-02-18 16,216.2,3.854
MELLE,2019-02-18 17,214.1,2.941
MELLE,2019-02-18 18,202.1,4.355
MELLE,2019-02-18 19,198,2.88
MELLE,2019-02-18 20,235.1,1.499
MELLE,2019-02-18 21,245.6,2.148
MELLE,2019-02-18 22,274.6,3.695
MELLE,2019-02-18 23,279.5,3.529
MELLE,2019-02-19 00,260.5,2.367
MELLE,2019-02-19 01,243.2,3.343
MELLE,2019-02-19 02,248.6,3.065
MELLE,2019-02-19 03,244.5,2.893
MELLE,2019-02-19 04,245.2,2.801
MELLE,2019-02-19 05,231.3,3.014
MELLE,2019-02-19 06,237.1,3.75
MELLE,2019-02-19 07,234.4,4.406
MELLE,2019-02-19 08,234.7,4.002
MELLE,2019-02-19 09,240.4,5.213
MELLE,2019-02-19 10,245.3,5.426
MELLE,2019-02-19 11,259.8,5.066
MELLE,2019-02-19 12,260.7,6.163
MELLE,2019-02-19 13,258.4,6.178
MELLE,2019-02-19 14,244.5,5.484
MELLE,2019-02-19 15,264,4.736
MELLE,2019-02-19 16,271.5,3.09
MELLE,2019-02-19 17,259.8,3.238
MELLE,2019-02-19 18,271,2.805
MELLE,2019-02-19 19,248.2,1.773
MELLE,2019-02-19 20,244.7,2.485
MELLE,2019-02-19 21,238.3,3.01
MELLE,2019-02-19 22,238.8,2.535
MELLE,2019-02-19 23,213.5,2.242
MELLE,2019-02-20 00,218.6,2.937
MELLE,2019-02-20 01,222.5,2.937
MELLE,2019-02-20 02,220,3.112
MELLE,2019-02-20 03,208.9,1.959
MELLE,2019-02-20 04,192.7,3.467
MELLE,2019-02-20 05,190.4,3.135
MELLE,2019-02-20 06,203.7,2.624
MELLE,2019-02-20 07,206.9,2.459
MELLE,2019-02-20 08,222.3,3.269
MELLE,2019-02-20 09,226.7,3.579
MELLE,2019-02-20 10,227.9,4.798
MELLE,2019-02-20 11,222,4.963
MELLE,2019-02-20 12,221.3,4.261
MELLE,2019-02-20 13,228.8,4.179
MELLE,2019-02-20 14,248.1,4.696
